NUTS 3 CODE;LAU CODE;LAU NAME NATIONAL;LAU NAME LATIN;CHANGE (Y/N);POPULATION;TOTAL AREA (m2);DEGURBA;DEG change compared to last year;COASTAL AREA (yes/no);COAST change compared to last year;CITY_ID;CITY_ID change compared to last year;CITY_NAME;GREATER_CITY_ID;GREATER_CITY_ID change compared to last year;GREATER_CITY_NAME;FUA_ID;FUA_ID change compared to last year;FUA_NAME
UKH21;E06000032;Luton;;No;216791;43352500;1;No;;;UK532C1;No;Luton;;;;;;
UKE21;E06000014;York;;No;208367;272014800;1;No;;;UK533C1;No;York;;;;;;
UKK14;E06000030;Swindon;;No;217905;230093200;1;No;;;UK535C1;No;Swindon;;;;;;
UKJ13;E07000007;Wycombe;;No;176868;324572000;1;No;;;UK540C1;No;Wycombe;;;;;;
UKG21;E06000020;Telford and Wrekin;;No;172976;290313700;1;No;;;UK542C1;No;Telford and Wrekin;;;;;;
UKE13;E06000012;North East Lincolnshire;;No;159144;203553900;1;No;;;UK543C1;No;North East Lincolnshire;;;;;;
UKH11;E06000031;Peterborough;;No;197095;343437900;1;No;;;UK545C1;No;Peterborough;;;;;;
UKJ37;E07000084;Basingstoke and Deane;;No;174588;633817200;1;No;;;UK548C1;No;Basingstoke and Deane;;;;;;
UKH24;E06000055;Bedford;;No;168751;476408300;1;No;;;UK549C1;No;Bedford;;;;;;
UKM76;S30000009;Falkirk;;No;159380;314931400;1;No;;;UK551C1;No;Falkirk;;;;;;
UKJ45;E07000110;Maidstone;;No;166360;393350700;1;No;;;UK554C1;No;Maidstone;;;;;;
UKH23;E07000096;Dacorum;;No;152692;212476500;1;No;;;UK556C1;No;Dacorum;;;;;;
UKK42;E06000027;Torbay;;No;133883;119467100;1;No;;;UK561C1;No;Torbay;;;;;;
UKJ11;E06000039;Slough;;No;147181;32541900;1;No;;;UK567C1;No;Slough;;;;;;
UKK13;E07000081;Gloucester;;No;128488;40826600;1;No;;;UK572C1;No;Gloucester;;;;;;
UKJ11;E06000036;Bracknell Forest;;No;119447;109384300;1;No;;;UK573C1;No;Bracknell Forest;;;;;;
UKD12;E07000028;Carlisle;;No;108409;1054358300;1;No;;;UK575C1;No;Carlisle;;;;;;
UKJ28;E07000226;Crawley;;No;111375;44971100;1;No;;;UK576C1;No;Crawley;;;;;;
UKJ37;E07000092;Rushmoor;;No;96327;39045000;1;No;;;UK580C1;No;Rushmoor;UK580K1;No;Rushmoor;;;
UKF25;E07000150;Corby;;No;68187;80280900;1;No;;;UK582C1;No;Corby;;;;;;
UKF25;E07000153;Kettering;;No;99002;233490000;1;No;;;UK583C1;No;Kettering;;;;;;
UKJ25;E07000214;Surrey Heath;;No;88387;95092900;1;No;;;;;;UK580K1;No;Rushmoor;;;
UKJ13;E07000005;Chiltern;;No;95103;196348300;2;No;;;;;;;;;UK001L3;No;London
UKJ13;E07000006;South Bucks;;No;69636;141275500;2;No;;;;;;;;;UK001L3;No;London
UKH36;E07000068;Brentwood;;No;76386;153124100;2;No;;;;;;;;;UK001L3;No;London
UKH35;E07000072;Epping Forest;;No;130321;338984200;2;No;;;;;;;;;UK001L3;No;London
UKH37;E07000075;Rochford;;No;85670;263411100;2;No;;;;;;;;;UK001L3;No;London
UKH23;E07000095;Broxbourne;;No;96779;51442200;2;No;;;;;;;;;UK001L3;No;London
UKH23;E07000098;Hertsmere;;No;103528;101128100;2;No;;;;;;;;;UK001L3;No;London
UKH23;E07000102;Three Rivers;;No;92533;88824100;2;No;;;;;;;;;UK001L3;No;London
UKJ43;E07000107;Dartford;;No;105543;76310400;2;No;;;;;;;;;UK001L3;No;London
UKJ46;E07000111;Sevenoaks;;No;119142;370347000;2;No;;;;;;;;;UK001L3;No;London
UKJ46;E07000115;Tonbridge and Malling;;No;127293;240973400;2;No;;;;;;;;;UK001L3;No;London
UKJ25;E07000207;Elmbridge;;No;132764;96334300;2;No;;;;;;;;;UK001L3;No;London
UKJ26;E07000208;Epsom and Ewell;;No;79588;34079400;2;No;;;;;;;;;UK001L3;No;London
UKJ26;E07000210;Mole Valley;;No;86223;258321100;2;No;;;;;;;;;UK001L3;No;London
UKJ26;E07000211;Reigate and Banstead;;No;145648;129143900;2;No;;;;;;;;;UK001L3;No;London
UKJ25;E07000213;Spelthorne;;No;98902;51161400;2;No;;;;;;;;;UK001L3;No;London
UKJ26;E07000215;Tandridge;;No;86665;248194800;2;No;;;;;;;;;UK001L3;No;London
UKH23;E07000241;Welwyn Hatfield;;No;121996;129536800;2;No;;;;;;;;;UK001L3;No;London
UKH23;E07000242;East Hertfordshire;;No;146309;475669600;2;No;;;;;;;;;UK001L3;No;London
UKG24;E07000194;Lichfield;;No;103061;331294400;2;No;;;;;;;;;UK002L3;No;West Midlands urban area
UKG24;E07000196;South Staffordshire;;No;111180;407322300;2;No;;;;;;;;;UK002L3;No;West Midlands urban area
UKG13;E07000218;North Warwickshire;;No;63229;284263500;2;No;;;;;;;;;UK002L3;No;West Midlands urban area
UKG12;E07000234;Bromsgrove;;No;96769;216968400;2;No;;;;;;;;;UK002L3;No;West Midlands urban area
UKE22;E07000165;Harrogate;;No;156312;1309127300;2;No;;;;;;;;;UK003L2;No;Leeds
UKE22;E07000169;Selby;;No;86667;602223300;2;No;;;;;;;;;UK003L2;No;Leeds
UKE44;E08000033;Calderdale;;No;209770;363960800;2;No;;;;;;;;;UK003L2;No;Leeds
UKM81;S30000014;West Dunbartonshire;;No;89860;182777900;2;No;;;;;;;;;UK004L1;No;Glasgow
UKM95;S30000025;South Lanarkshire;;No;317100;1774051800;2;No;;;;;;;;;UK004L1;No;Glasgow
UKD47;E07000127;West Lancashire;;No;113401;381095200;2;No;;;;;;;;;UK006L3;No;Liverpool
UKM73;S30000005;East Lothian;;No;104090;700937700;2;No;;;;;;;;;UK007L1;No;Edinburgh
UKM73;S30000006;Midlothian;;No;88610;355275200;2;No;;;;;;;;;UK007L1;No;Edinburgh
UKM78;S30000012;West Lothian;;No;180130;431585000;2;No;;;;;;;;;UK007L1;No;Edinburgh
UKD62;E06000049;Cheshire East;;No;376695;1166357600;2;No;;;;;;;;;UK008L3;No;Greater Manchester
UKF13;E07000037;High Peak;;No;91662;540254100;2;No;;;;;;;;;UK008L3;No;Greater Manchester
UKD46;E07000125;Rossendale;;No;69886;138041200;2;No;;;;;;;;;UK008L3;No;Greater Manchester
UKL22;W06000014;Vale of Glamorgan;;No;128463;339675700;2;No;;;;;;;;;UK009L1;No;Cardiff
UKL15;W06000016;Rhondda Cynon Taf;;No;238306;424150300;2;No;;;;;;;;;UK009L1;No;Cardiff
UKL16;W06000018;Caerphilly;;No;180462;277387900;2;No;;;;;;;;;UK009L1;No;Cardiff
UKF12;E07000038;North East Derbyshire;;No;100423;275623500;2;No;;;;;;;;;UK010L3;No;Sheffield
UKK12;E06000024;North Somerset;;No;211681;390815000;2;No;;;;;;;;;UK011L2;No;Bristol
UKK12;E06000025;South Gloucestershire;;No;277623;536645600;2;No;;;;;;;;;UK011L2;No;Bristol
UKC21;E06000057;Northumberland;;No;316002;5078180300;2;No;;;;;;;;;UK013L2;No;Tyneside conurbation
UKF22;E07000130;Charnwood;;No;179389;279042700;2;No;;;;;;;;;UK014L1;No;Leicester
UKF22;E07000131;Harborough;;No;90416;592692300;2;No;;;;;;;;;UK014L1;No;Leicester
UKF22;E07000132;Hinckley and Bosworth;;No;110102;297349100;2;No;;;;;;;;;UK014L1;No;Leicester
UKH12;E07000009;East Cambridgeshire;;No;87825;651720300;2;No;;;;;;;;;UK017L2;No;Cambridge
UKK43;E07000040;East Devon;;No;139908;823704400;2;No;;;;;;;;;UK018L3;No;Exeter
UKK43;E07000045;Teignbridge;;No;129856;681008100;2;No;;;;;;;;;UK018L3;No;Exeter
UKF30;E07000139;North Kesteven;;No;113297;922471400;2;No;;;;;;;;;UK019L3;No;Lincoln
UKG12;E07000235;Malvern Hills;;No;76130;577071000;2;No;;;;;;;;;UK024L1;No;Worcester
UKE12;E06000011;East Riding of Yorkshire;;No;337696;2494795600;2;No;;;;;;;;;UK026L1;No;Kingston upon Hull
UKG24;E07000198;Staffordshire Moorlands;;No;98069;575849800;2;No;;;;;;;;;UK027L1;No;Stoke-on-Trent
UKF13;E07000036;Erewash;;No;114891;109630100;2;No;;;;;;;;;UK029L1;No;Greater Nottingham
UKF15;E07000170;Ashfield;;No;124482;109558200;2;No;;;;;;;;;UK029L1;No;Greater Nottingham
UKJ25;E07000216;Waverley;;No;123768;345170100;2;No;;;;;;;;;UK033L1;No;Guildford
UKD46;E07000122;Pendle;;No;90588;169380100;2;No;;;;;;;;;UK050L1;No;Burnley
UKJ22;E07000064;Rother;;No;93551;518153300;2;No;;;;;;;;;UK056L1;No;Hastings
UKJ22;E07000063;Lewes;;No;101381;294389300;2;No;;;;;;;;;UK515L1;No;Brighton and Hove
UKL17;W06000012;Neath Port Talbot;;No;141588;451870000;2;No;;;;;;;;;UK517L1;No;Swansea
UKF13;E07000032;Amber Valley;;No;124645;265437900;2;No;;;;;;;;;UK518L1;No;Derby
UKF13;E07000039;South Derbyshire;;No;100334;338129000;2;No;;;;;;;;;UK518L1;No;Derby
UKJ36;E07000091;New Forest;;No;179236;776909300;2;No;;;;;;;;;UK520L2;No;Southampton
UKJ36;E07000093;Test Valley;;No;122044;627622000;2;No;;;;;;;;;UK520L2;No;Southampton
UKF25;E07000156;Wellingborough;;No;78191;163036300;2;No;;;;;;;;;UK528L1;No;Northampton
UKK22;E07000048;Christchurch;;No;49481;51695500;2;No;;;;;;;;;UK539L1;No;Bournemouth
UKK22;E07000049;East Dorset;;No;89093;354417900;2;No;;;;;;;;;UK539L1;No;Bournemouth
UKK22;E07000051;Purbeck;;No;46336;427583900;2;No;;;;;;;;;UK539L1;No;Bournemouth
UKH34;E07000076;Tendring;;No;142598;365817900;2;No;;;;;;;;;UK546L1;No;Colchester
UKM71;S30000001;Angus;;No;116520;2204238300;2;No;;;;;;;;;UK550L1;No;Dundee
UKD45;E07000119;Fylde;;No;77990;182633400;2;No;;;;;;;;;UK553L1;No;Blackpool
UKD45;E07000124;Ribble Valley;;No;58826;584471500;2;No;;;;;;;;;UK557L1;No;Blackburn with Darwen
UKL16;W06000020;Torfaen;;No;92052;126240100;2;No;;;;;;;;;UK558L1;No;Newport
UKC12;E06000003;Redcar and Cleveland;;No;135404;253890800;2;No;;;;;;;;;UK559L2;No;Middlesbrough
UKJ14;E07000177;Cherwell;;No;146338;588741200;2;No;;;;;;;;;UK560L1;No;Oxford
UKJ14;E07000180;Vale of White Horse;;No;128738;578644500;2;No;;;;;;;;;UK560L1;No;Oxford
UKJ14;E07000181;West Oxfordshire;;No;108674;714421900;2;No;;;;;;;;;UK560L1;No;Oxford
UKH15;E07000144;Broadland;;No;127455;553244400;2;No;;;;;;;;;UK566L1;No;Norwich
UKL23;W06000005;Flintshire;;No;154419;489439300;2;No;;;;;;;;;UK568L1;No;Cheshire West and Chester
UKH14;E07000205;Suffolk Coastal;;No;125955;920700400;2;No;;;;;;;;;UK569L2;No;Ipswich
UKK13;E07000083;Tewkesbury;;No;88589;414976000;2;No;;;;;;;;;UK571L1;No;Cheltenham
UKE13;E06000013;North Lincolnshire;;No;170786;875684700;2;No;;;;;;;;;;;
UKJ11;E06000037;West Berkshire;;No;156837;704169300;2;No;;;;;;;;;;;
UKJ11;E06000040;Windsor and Maidenhead;;No;148814;198427200;2;No;;;;;;;;;;;
UKJ34;E06000046;Isle of Wight;;No;139798;394928700;2;No;;;;;;;;;;;
UKC14;E06000047;County Durham;;No;522143;2232698600;2;No;;;;;;;;;;;
UKG22;E06000051;Shropshire;;No;313373;3197275700;2;No;;;;;;;;;;;
UKK30;E06000052;Cornwall;;No;553687;3613442300;2;No;;;;;;;;;;;
UKK15;E06000054;Wiltshire;;No;488409;3255338100;2;No;;;;;;;;;;;
UKH25;E06000056;Central Bedfordshire;;No;278937;715665400;2;No;;;;;;;;;;;
UKJ13;E07000004;Aylesbury Vale;;No;193113;902753300;2;No;;;;;;;;;;;
UKH12;E07000010;Fenland;;No;100182;547355300;2;No;;;;;;;;;;;
UKH12;E07000011;Huntingdonshire;;No;175666;912545700;2;No;;;;;;;;;;;
UKD11;E07000026;Allerdale;;No;96956;1320563400;2;No;;;;;;;;;;;
UKD11;E07000027;Barrow-in-Furness;;No;67321;132063900;2;No;;;;;;;;;;;
UKD11;E07000029;Copeland;;No;69307;775821300;2;No;;;;;;;;;;;
UKD12;E07000031;South Lakeland;;No;103274;1743191000;2;No;;;;;;;;;;;
UKF12;E07000033;Bolsover;;No;78082;160334600;2;No;;;;;;;;;;;
UKK43;E07000043;North Devon;;No;94615;1105045200;2;No;;;;;;;;;;;
UKK43;E07000046;Torridge;;No;66977;995593300;2;No;;;;;;;;;;;
UKK22;E07000050;North Dorset;;No;71064;609217800;2;No;;;;;;;;;;;
UKK22;E07000053;Weymouth and Portland;;No;65371;42996200;2;No;;;;;;;;;;;
UKJ22;E07000065;Wealden;;No;157575;836265400;2;No;;;;;;;;;;;
UKH34;E07000067;Braintree;;No;150999;611708100;2;No;;;;;;;;;;;
UKH36;E07000074;Maldon;;No;63350;426688600;2;No;;;;;;;;;;;
UKK13;E07000082;Stroud;;No;117381;476173000;2;No;;;;;;;;;;;
UKJ36;E07000085;East Hampshire;;No;117955;514432100;2;No;;;;;;;;;;;
UKJ37;E07000089;Hart;;No;94250;215265000;2;No;;;;;;;;;;;
UKJ36;E07000094;Winchester;;No;121965;661071000;2;No;;;;;;;;;;;
UKH23;E07000099;North Hertfordshire;;No;132747;375382100;2;No;;;;;;;;;;;
UKJ44;E07000106;Canterbury;;No;162416;320889400;2;No;;;;;;;;;;;
UKJ44;E07000108;Dover;;No;114227;320827000;2;No;;;;;;;;;;;
UKJ44;E07000112;Shepway;;No;111190;365515200;2;No;;;;;;;;;;;
UKJ43;E07000113;Swale;;No;145042;422095600;2;No;;;;;;;;;;;
UKD47;E07000118;Chorley;;No;114351;202905700;2;No;;;;;;;;;;;
UKD44;E07000121;Lancaster;;No;143517;654210100;2;No;;;;;;;;;;;
UKF22;E07000133;Melton;;No;50878;481380500;2;No;;;;;;;;;;;
UKF22;E07000134;North West Leicestershire;;No;98644;279328000;2;No;;;;;;;;;;;
UKF30;E07000136;Boston;;No;67564;397792700;2;No;;;;;;;;;;;
UKF30;E07000140;South Holland;;No;92387;815503700;2;No;;;;;;;;;;;
UKF30;E07000141;South Kesteven;;No;140193;942586100;2;No;;;;;;;;;;;
UKH17;E07000143;Breckland;;No;137032;1305116700;2;No;;;;;;;;;;;
UKF25;E07000152;East Northamptonshire;;No;90999;509787200;2;No;;;;;;;;;;;
UKE22;E07000168;Scarborough;;No;107824;826253500;2;No;;;;;;;;;;;
UKF15;E07000171;Bassetlaw;;No;114847;639492900;2;No;;;;;;;;;;;
UKF15;E07000175;Newark and Sherwood;;No;119570;651835500;2;No;;;;;;;;;;;
UKJ14;E07000179;South Oxfordshire;;No;138128;678537200;2;No;;;;;;;;;;;
UKK23;E07000187;Mendip;;No;112545;739435600;2;No;;;;;;;;;;;
UKK23;E07000188;Sedgemoor;;No;121436;605874100;2;No;;;;;;;;;;;
UKK23;E07000189;South Somerset;;No;165645;959058100;2;No;;;;;;;;;;;
UKK23;E07000190;Taunton Deane;;No;115515;462503100;2;No;;;;;;;;;;;
UKK23;E07000191;West Somerset;;No;34306;746983400;2;No;;;;;;;;;;;
UKG24;E07000197;Stafford;;No;134155;598172100;2;No;;;;;;;;;;;
UKH14;E07000201;Forest Heath;;No;64447;377710900;2;No;;;;;;;;;;;
UKH14;E07000204;St Edmundsbury;;No;112938;656964900;2;No;;;;;;;;;;;
UKJ25;E07000212;Runnymede;;No;86889;78040700;2;No;;;;;;;;;;;
UKJ27;E07000224;Arun;;No;156997;224280700;2;No;;;;;;;;;;;
UKJ27;E07000225;Chichester;;No;118175;811873500;2;No;;;;;;;;;;;
UKJ28;E07000227;Horsham;;No;138018;530962200;2;No;;;;;;;;;;;
UKJ28;E07000228;Mid Sussex;;No;147089;334029400;2;No;;;;;;;;;;;
UKG12;E07000238;Wychavon;;No;122943;663541800;2;No;;;;;;;;;;;
UKG12;E07000239;Wyre Forest;;No;99902;195403800;2;No;;;;;;;;;;;
UKM72;S30000003;Clackmannanshire;;No;51350;163921200;2;No;;;;;;;;;;;
UKM72;S30000004;Fife;;No;370330;1373921100;2;No;;;;;;;;;;;
UKM77;S30000010;Perth and Kinross;;Yes;150680;5418909100;2;No;;;;;;;;;;;
UKM77;S30000011;Stirling;;No;93750;2254811700;2;No;;;;;;;;;;;
UKM93;S30000017;East Ayrshire;;No;122200;1270334200;2;No;;;;;;;;;;;
UKM94;S30000024;South Ayrshire;;No;112470;1234722100;2;No;;;;;;;;;;;
UKL13;W06000003;Conwy;;No;116538;1153483500;2;No;;;;;;;;;;;
UKL13;W06000004;Denbighshire;;No;94805;846380100;2;No;;;;;;;;;;;
UKL14;W06000010;Carmarthenshire;;No;185610;2438947400;2;No;;;;;;;;;;;
UKL17;W06000013;Bridgend;;No;143177;255311400;2;No;;;;;;;;;;;
UKL16;W06000019;Blaenau Gwent;;No;69628;108727900;2;No;;;;;;;;;;;
UKL21;W06000021;Monmouthshire;;No;92843;886053400;2;No;;;;;;;;;;;
UKL15;W06000024;Merthyr Tydfil;;No;59810;111956900;2;No;;;;;;;;;;;
UKM81;S30000013;Helensburgh and Lomond;;Yes;26421;394055000;2;No;;;;;;;;;;;
UKM93;S30000018;North Ayrshire mainland;;No;130030;450031100;2;No;;;;;;;;;;;
UKM62;S30000030;Inverness and Nairn;;Yes;94104;3356414500;2;No;;;;;;;;;;;
UKM62;S30000033;North East Moray;;No;71930;829321400;2;No;;;;;;;;;;;
UKH35;E07000077;Uttlesford;;No;86188;641182800;3;No;;;;;;;;;UK001L3;No;London
UKE22;E07000163;Craven;;No;56308;1178807400;3;No;;;;;;;;;UK003L2;No;Leeds
UKM50;S30000027;Aberdeenshire;;No;262190;6338817000;3;No;;;;;;;;;UK016L1;No;Aberdeen
UKH12;E07000012;South Cambridgeshire;;No;156468;901687200;3;No;;;;;;;;;UK017L2;No;Cambridge
UKK43;E07000042;Mid Devon;;No;79789;912897800;3;No;;;;;;;;;UK018L3;No;Exeter
UKF30;E07000142;West Lindsey;;No;93734;1157652200;3;No;;;;;;;;;UK019L3;No;Lincoln
UKK43;E07000044;South Hams;;No;84306;905248000;3;No;;;;;;;;;UK516L1;No;Plymouth
UKK43;E07000047;West Devon;;No;54582;1164717800;3;No;;;;;;;;;UK516L1;No;Plymouth
UKF24;E07000151;Daventry;;No;81316;665600500;3;No;;;;;;;;;UK528L1;No;Northampton
UKF24;E07000155;South Northamptonshire;;No;89959;634023200;3;No;;;;;;;;;UK528L1;No;Northampton
UKH17;E07000149;South Norfolk;;No;132837;908906600;3;No;;;;;;;;;UK566L1;No;Norwich
UKH14;E07000200;Babergh;;No;89498;612041200;3;No;;;;;;;;;UK569L2;No;Ipswich
UKF22;E06000017;Rutland;;No;38606;393749000;3;No;;;;;;;;;;;
UKG11;E06000019;Herefordshire, County of;;No;189309;2179709400;3;No;;;;;;;;;;;
UKK30;E06000053;Isles of Scilly;;No;2308;22849500;3;No;;;;;;;;;;;
UKD12;E07000030;Eden;;No;52639;2156474500;3;No;;;;;;;;;;;
UKF13;E07000035;Derbyshire Dales;;No;71288;795317800;3;No;;;;;;;;;;;
UKK22;E07000052;West Dorset;;No;101382;1087062100;3;No;;;;;;;;;;;
UKK13;E07000079;Cotswold;;No;85756;1164524200;3;No;;;;;;;;;;;
UKK13;E07000080;Forest of Dean;;No;85385;561432400;3;No;;;;;;;;;;;
UKF30;E07000137;East Lindsey;;No;138443;1831072700;3;No;;;;;;;;;;;
UKH16;E07000146;King's Lynn and West Norfolk;;No;151589;1527658500;3;No;;;;;;;;;;;
UKH16;E07000147;North Norfolk;;No;103752;990397900;3;No;;;;;;;;;;;
UKE22;E07000164;Hambleton;;No;90537;1311228200;3;No;;;;;;;;;;;
UKE22;E07000166;Richmondshire;;No;53732;1318707000;3;No;;;;;;;;;;;
UKE22;E07000167;Ryedale;;No;53486;1506593700;3;No;;;;;;;;;;;
UKH14;E07000203;Mid Suffolk;;No;100014;871070700;3;No;;;;;;;;;;;
UKG13;E07000221;Stratford-on-Avon;;No;122276;977869400;3;No;;;;;;;;;;;
UKM91;S30000007;Scottish Borders;;No;114530;4742657000;3;No;;;;;;;;;;;
UKM92;S30000016;Dumfries and Galloway;;Yes;149520;6676051800;3;No;;;;;;;;;;;
UKM64;S30000039;Na h-Eileanan Siar (Western Isles);;Yes;26900;3268544000;3;No;;;;;;;;;;;
UKM65;S30000040;Orkney Islands;;No;21850;1086210200;3;No;;;;;;;;;;;
UKM66;S30000041;Shetland Islands;;No;23200;1656589900;3;No;;;;;;;;;;;
UKL11;W06000001;Isle of Anglesey;;No;69723;749022700;3;No;;;;;;;;;;;
UKL12;W06000002;Gwynedd;;No;123627;2622378700;3;No;;;;;;;;;;;
UKL14;W06000008;Ceredigion;;No;74146;1805867600;3;No;;;;;;;;;;;
UKL14;W06000009;Pembrokeshire;;No;123954;1650471900;3;No;;;;;;;;;;;
UKL24;W06000023;Powys;;No;132160;5195456100;3;No;;;;;;;;;;;
UKM61;S30000028;Ross and Cromarty;;Yes;55118;5299661500;3;No;;;;;;;;;;;
UKM61;S30000029;Caithness and Sutherland;;Yes;38829;7940398800;3;No;;;;;;;;;;;
UKM62;S30000031;Badenoch and Strathspey;;Yes;13777;2369813200;3;No;;;;;;;;;;;
UKM62;S30000032;West Moray;;No;24140;1427752000;3;No;;;;;;;;;;;
UKM63;S30000034;Arran and Cumbrae;;Yes;5860;453883600;3;No;;;;;;;;;;;
UKM63;S30000035;Argyll and Bute Islands;;Yes;7182;2211523700;3;No;;;;;;;;;;;
UKM63;S30000036;Argyll and Bute Mainland;;Yes;53527;4557396900;3;No;;;;;;;;;;;
UKM63;S30000037;Lochaber;;No;19806;4719222800;3;No;;;;;;;;;;;
UKM63;S30000038;Skye and Lochalsh;;Yes;13136;2798846200;3;No;;;;;;;;;;;
UKN06;N09000003;Belfast;;Yes;339579;137751600;1;Yes;;;UK012C2;Yes;Belfast;UK012K1;No;Greater Belfast;UK012L2;No;Belfast Urban Area
UKN0E;N09000007;Lisburn and Castlereagh;;Yes;141181;510566900;1;Yes;;;;;;UK012K1;No;Greater Belfast;UK012L2;No;Belfast Urban Area
UKN0D;N09000001;Antrim and Newtownabbey;;Yes;141032;728373500;2;Yes;;;;;;;;;UK012L2;No;Belfast Urban Area
UKN09;N09000011;Ards and North Down;;Yes;159593;566614500;2;Yes;;;;;;;;;UK012L2;No;Belfast Urban Area
UKN0A;N09000005;Derry City and Strabane;;Yes;150142;1251561700;1;Yes;;;UK586C1;Yes;Derry & Strabane Local Government District;;;;;;
UKN07;N09000002;Armagh City, Banbridge and Craigavon;;Yes;210260;1437432200;3;Yes;;;;;;;;;;;
UKN0C;N09000004;Causeway Coast and Glens;;Yes;143525;1986058500;3;Yes;;;;;;;;;;;
UKN0G;N09000006;Fermanagh and Omagh;;Yes;115799;3012884500;3;Yes;;;;;;;;;;;
UKN0F;N09000008;Mid and East Antrim;;Yes;137821;1061633100;2;Yes;;;;;;;;;;;
UKN0B;N09000009;Mid Ulster;;Yes;145389;1957795200;2;Yes;;;;;;;;;;;
UKN08;N09000010;Newry, Mourne and Down;;Yes;177816;1682760000;3;Yes;;;;;;;;;;;
